,Unnamed: 0,Sr. No.,Project Code,State,Year of Subsidy Sanctioned,District,Name of Beneficiary,Project Address,Total Project Cost(In Lakhs),Total Amount Sanctioned (In Lakhs),Supported By,Current Status of Project,Component Details
1047,1047,1048,09CBT0004240,Uttar Pradesh,2014-15,Gautam Buddha Nagar,Gwala Fruits Processing Pvt. Ltd.,"UPSIDC, Greater Noida, Dist-Gautam Buddha Nagar (Uttar Pradesh)",301.77,48.0,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA216.00TONNES
1048,1048,1049,09BLK0CS000225,Uttar Pradesh,2014-15,Aligarh,Hariom Ice & Cold Storage,"Village- Peenzri Nagri, Taluka- Kol, Distt. - Aligarh (UP)",307.28,54.4,NHB,Completed,COLD / CA STORAGECOLD STORAGE23019.00MT
1049,1049,1050,09BLK0004846,Uttar Pradesh,2014-15,Firozabad,M/s. Balveer Cold Storage Pvt. Ltd.,"Arown Road, Sirsaganj, Tal-Shikohabad, Distt.-Firozabad [U.P.]",26.06,9.0,NHB,Completed,POST HARVEST INFRASTRUCTURECONVEYOR BELT019.00TONNES
1050,1050,1051,09BLK0004848,Uttar Pradesh,2014-15,Firozabad,M/s. Maa Gayatri Sheetgrah Pvt. Ltd.,"Village-Jugmudi, Taluka-Shikohabad, Distt.-Firozabad [U.P.]",28.42,9.72,NHB,Completed,POST HARVEST INFRASTRUCTURECONVEYOR BELTNA9.00TONNES
1051,1051,1052,09BLK0CS000033,Uttar Pradesh,2014-15,Agra,MAA SHEETLA SHEETGRAH PRIVATE LIMITED,"Village-Mitawali, Taluka-Etmadpur, Dist-Agra (Uttar Pradesh)",398.0,118.7,NHB,Completed,COLD / CA STORAGECOLD STORAGE45802.08MT
1052,1052,1053,09BLK0CS000202,Uttar Pradesh,2014-15,Agra,OM PRAKASH BAIJNATH SHEETGRAH PRIVATE LIMITED,"Village-Lohari, Taluka-Fatehabad, Dist-Agra (Uttar Pradesh)",177.0,63.94,NHB,Completed,COLD / CA STORAGECOLD STORAGE22931.05MT
1053,1053,1054,09BLK0CS000209,Uttar Pradesh,2014-15,Unnao,Prayag Sheet Grih Pvt. Ltd.,"Village- Bhaisai Naubasta , Taluka- Unnao, Distt.- Unnao (UP)",359.89,120.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE45000.00MT
1054,1054,1055,09BLK0CS000195,Uttar Pradesh,2014-15,Hathras,RASMAI ICE AND COLD STORAGE PRIVATE LIMITED,"Village- Nasirpur (Rasmai),Taluka- Sadabad, Dist.- Hathras (UP)",402.0,120.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE45998.55MT
1055,1055,1056,09BLK0CS000238,Uttar Pradesh,2014-15,Lakhimpur Kheeri,Sabya Sanchi Cold Storage,"Village-Rajapur, Taluka & Dist-Lakhimpur Kheri (Uttar Pradesh)",434.29,141.85,NHB,Completed,COLD / CA STORAGECOLD STORAGE55570.00MT
1056,1056,1057,09BLK0CS000119,Uttar Pradesh,2014-15,Jalaun,Shanti Ice & Preservation Pvt. Ltd.,"Industrial Area Orai, Dist-Jalaun (Uttar Pradesh)",367.0,120.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE45000.00MT
1057,1057,1058,09BLK0CS000237,Uttar Pradesh,2014-15,Shahjahanpur,Sheel Cold Storage,"Village-Bharramai Chandpur, Taluka-Jalalabad, Dist-Shajahanpur (Uttar Pradesh)",538.5,159.6,NHB,Completed,COLD / CA STORAGECOLD STORAGE46000.00MT
1058,1058,1059,09BLK0CS000215,Uttar Pradesh,2014-15,Hathras,Shikhar Integrated Cold Chain Pvt. Ltd.,Village- Dayalpur Tehsil-Mursan District.- Hathras (UP),7231.4,1840.0,NHB,Completed,COLD / CA STORAGECA STORAGE203200.00MT  COLD / CA STORAGECOLD STORAGE61800.00MT
1059,1059,1060,09BLK0CS000192,Uttar Pradesh,2014-15,Kanpur Dehat,Shri Anadeshwer Preservation Pvt. Ltd.,"Village- Bara, Taluka- Raniya, Dist.- Kanpur Dehat (UP)",382.81,120.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE45001.70MT
1060,1060,1061,09BLK0CS000141,Uttar Pradesh,2014-15,Aligarh,Shri Pyare Lal Sheetgrah Private Limited,"Village-Simrothi, Taluka-Kher, Dist-Aligarh (Uttar Pradesh)",424.0,120.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE45991.00MT
1061,1061,1062,09BLK0CS000187,Uttar Pradesh,2014-15,Kanpur Nagar,Subhash Refrigeration India Pvt. Ltd.,"Village-Sarsaul, Taluka-Kanpur, Dist-Kanpur Nagar (Uttar Pradesh)",406.94,119.64,NHB,Completed,COLD / CA STORAGECOLD STORAGE45000.00MT
1062,1062,1063,09BLK0004917,Uttar Pradesh,2014-15,Firozabad,Trimurti Sheet Grah Pvt. Ltd.,"Village-Dharmai, Taluka- Shikohabad, Distt.- Firozabad (UP)",8.21,3.0,NHB,Completed,POST HARVEST INFRASTRUCTURECONVEYOR BELTNA9.00TONNES
1063,1063,1064,09BLK0005046,Uttar Pradesh,2015-16,Kanpur Nagar,M/S Neelam Agrotech (P) Ltd.,"Vill. - Fatehpur Dakshin, Taluka - Akbarpur, Distt. - Ramabai Nagar (Kanpur) U.P.",8.0,2.28,NHB,Completed,POST HARVEST INFRASTRUCTURECONVEYOR BELT014.00TONNES
1064,1064,1065,09BLK0CS000144,Uttar Pradesh,2015-16,Agra,G. R. Sheetgrah Private Limited,"Village-Vrithala, Taluka-Kheragarh, Dist-Agra (Uttar Pradesh)",484.42,108.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE35000.00MT
1065,1065,1066,09BLK0CS000154,Uttar Pradesh,2015-16,Hathras,SATYAM SHEETGRAH PRIVATE LIMITED,"Village-Sahpau, Taluka-Sadabad, Dist-Hathras (Uttar Pradesh)",159.0,59.62,NHB,Completed,COLD / CA STORAGECOLD STORAGE22485.00MT
1066,1066,1067,09BLK0CS000054,Uttar Pradesh,2015-16,Agra,Agra Ice Factory & Cold Storage,"Village-Naraich,Hathras Road, Dist-Agra (Uttar Pradesh)",227.87,74.04,NHB,Completed,COLD / CA STORAGECOLD STORAGE43255.70MT
1067,1067,1068,09BLK0CS000145,Uttar Pradesh,2015-16,Agra,Bhudevi Cold Storage Pvt. Ltd.,"Village-Kundol, Taluka-Agra, Dist-Agra (Uttar Pradesh)",322.87,88.61,NHB,Completed,COLD / CA STORAGECOLD STORAGE24208.00MT
1068,1068,1069,09BLK0005036,Uttar Pradesh,2015-16,Firozabad,MAA VAISHNO FRUIT PRESERVATION PRIVATE LIMITED,"VILLAGE- MANDAI, TALUKA- SHIKOHABAD, DISTT.- FIROZABAD (UTTAR PRADESH)",217.86,35.7,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA110.00TONNES
1069,1069,1070,09BLK0CS000180,Uttar Pradesh,2015-16,Gorakhpur,Saadi Agro & Allied Industries,"Village-Campier Nagar, Taluka-Campierganj, Dist-Gorakhpur (Uttar Pradesh)",495.87,120.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE46000.00MT
1070,1070,1071,09BLK0CS000240,Uttar Pradesh,2015-16,Hathras,Shri Daubaba Cold Storage Pvt. Ltd,"Village-Sasni Dehat, Taluka-Sasni, Dist-Hathras (Uttar Pradesh)",498.0,150.71,NHB,Under Implementation,COLD / CA STORAGECOLD STORAGE35966.76MT
1071,1071,1072,09BLK0005070,Uttar Pradesh,2015-16,Mau,Naya Daur Agro Pvt. Ltd.,"Village- Sultanpur Urf Benaura, Taluka- Sadar, Distt.- Mau (UP)",107.0,24.33,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA75.00TONNES
1072,1072,1073,09BLK0CS000161,Uttar Pradesh,2015-16,Mainpuri,Archit Agrotech India Pvt. Ltd.,"Village-Bahadurpur, Taluka & Dist-Mainpuri (Uttar Pradesh)",393.03,120.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE45064.00MT
1073,1073,1074,09BLK0CS000264,Uttar Pradesh,2015-16,Moradabad,Saifi Cold Storage,"Village-Padly Baze, Taluka & Dist-Moradabad (Uttar Pradesh)",735.0,165.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE46204.00MT
1074,1074,1075,09BLK0005048,Uttar Pradesh,2015-16,Bareilly,Bhojipura Agro Products Pvt. Ltd.,"Village-Bhojipura, Nainital Road, Taluka & Dist-Bareilly (Uttar Pradesh)",112.65,26.25,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA75.00TONNES
1075,1075,1076,09BLK0CS000191,Uttar Pradesh,2015-16,Agra,Keshri Sheetgrah Pvt. Ltd.,"Village- Garhi Maha Singh, Taluka- Etmadpur, Dist. Agra (UP)",419.19,105.23,NHB,Completed,COLD / CA STORAGECOLD STORAGE24872.00MT
1076,1076,1077,09BLK0CS000227,Uttar Pradesh,2015-16,Aligarh,Maa Vaishno Devi Refrigeration Private Limited,"Village- Virola, Taluka- Khair, Distt.- Aligarh (UP)",341.89,100.31,NHB,Completed,COLD / CA STORAGECOLD STORAGE24644.00MT
1077,1077,1078,09BLK0CS000130,Uttar Pradesh,2015-16,Hathras,Radha Govind Sheetgrah Private Limited,"Village-Mauza-Salempur , Tehsil- Sadabad, Distt.- Hathras (U.P.)",404.0,120.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE45360.00MT
1078,1078,1079,09BLK0CS000231,Uttar Pradesh,2015-16,Varanasi,Chimera Infrastructure Pvt. Ltd.,"Village- Katari, Taluka- Sadar, Distt.- Varanasi (UP)",675.09,140.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE125180.00MT
1079,1079,1080,09BLK0CS000229,Uttar Pradesh,2015-16,Lucknow,Himalaya Food Products.,"Village - Natkur, P.O - Chandrawal , Taluka - Lucknow, Distt - Lucknow (Uttar Pradesh)",640.05,159.1,NHB,Completed,COLD / CA STORAGECOLD STORAGE31729.32MT
1080,1080,1081,09BLK0005099,Uttar Pradesh,2015-16,Firozabad,Shanti Devi Cold Storage,"Village- Kabirpur, Taluka- Shikhobad, Distt.- Firozabad (UP)",30.0,8.93,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA20.00TONNES
1081,1081,1082,09BLK0004989,Uttar Pradesh,2015-16,Barabanki,Shri Ram Saran Verma S/o Shri Cheda Lal,"Shri Ram Saran Verma S/o Shri Cheda Lal, Vill & Post Daulatpur, Taluka - Nawabganj, Distt. - Barabanki (Uttar Pradesh)",40.0,10.38,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNIT1400.00TONNES
1082,1082,1083,09BLK0CS000249,Uttar Pradesh,2015-16,Agra,B.G. Sheetgrah Pvt. Ltd.,"Mauza-Agwar Khas, Etmadpur, Khandauli, Dist-Agra (Uttar Pradesh)",498.0,157.63,NHB,Completed,COLD / CA STORAGECOLD STORAGE36394.00MT
1083,1083,1084,09BLK0CS000251,Uttar Pradesh,2015-16,Mathura,Behari Colds Pvt. Ltd.,"Village- Jataura, Taluka- Mathura, Distt.- Mahura (UP)",495.0,146.72,NHB,Under Implementation,COLD / CA STORAGECOLD STORAGE35516.00MT
1084,1084,1085,09BLK0CS000138,Uttar Pradesh,2015-16,Firozabad,Chandan Sheetgrah Pvt. Ltd.,"Village-Garhi Shree Ram Narakhi, Taluka-Firozabad, Dist-Firozabad (Uttar Pradesh)",504.3,108.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE36872.00MT
1085,1085,1086,09BLK0CS000250,Uttar Pradesh,2015-16,Hathras,Chaudhary Jai Ram Cold Storage Pvt. Ltd.,"Village-Sathiya, Taluka-Sasni, Dist-Hathras (Uttar Pradesh)",493.0,158.17,NHB,Completed,COLD / CA STORAGECOLD STORAGE36750.00MT
1086,1086,1087,09BLK0CS000256,Uttar Pradesh,2015-16,Agra,Javitri Devi Sheetgrah Pvt. Ltd.,"Village- Lalau, Taluka- Agra, Distt.- Agra (UP)",499.0,169.58,NHB,Completed,COLD / CA STORAGECOLD STORAGE36375.00MT
1087,1087,1088,09BLK0CS000239,Uttar Pradesh,2015-16,Hathras,Kasturi Devi Sheetalaya Pvt. Ltd.,"Village-Papari Road Mitai, Taluka & Dist-Hathras (Uttar Pradesh)",498.0,139.63,NHB,Under Implementation,COLD / CA STORAGECOLD STORAGE36103.00MT
1088,1088,1089,09BLK0CS000260,Uttar Pradesh,2015-16,Agra,Madhav Cold Storage,"Village-Basai Jagner, Taluka-Kheragarh, Dist-Agra (Uttar Pradesh)",490.73,142.04,NHB,Under Implementation,COLD / CA STORAGECOLD STORAGE35340.00MT
1089,1089,1090,09BLK0004996,Uttar Pradesh,2015-16,Bareilly,Mohd.Ayub Mohd. Shahid & Co.,"Village- Thiria Nizawat Khan, Taluka- Sadar Bareilly, Distt.- Bareilly (UP)",109.0,22.21,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA68.54TONNES
1090,1090,1091,09BLK0CS000254,Uttar Pradesh,2015-16,Bareilly,Rahul Cold Storage & Ice Factory,"Village- Megi Nagla, Taluka- Faridpur, Distt.- Bareilly (UP)",460.0,143.21,NHB,Completed,COLD / CA STORAGECOLD STORAGE45384.00MT
1091,1091,1092,09BLK0CS000257,Uttar Pradesh,2015-16,Hathras,S.D.N.K Ice and Cold Storage Pvt.Ltd.,"Village- Bamnai, Post- Luhata, Taluka- Hathras, Distt.- Hathras (UP)",493.0,156.0,NHB,Under Implementation,COLD / CA STORAGECOLD STORAGE36350.41MT
1092,1092,1093,09BLK0CS000268,Uttar Pradesh,2015-16,Mathura,Shri Girraj Cold Storage,"Village-Kalyanpur, Taluka-Mant, Dist-Mathura (Uttar Pradesh)",494.0,170.07,NHB,Under Implementation,COLD / CA STORAGECOLD STORAGE36394.00MT
1093,1093,1094,09BLK0CS000272,Uttar Pradesh,2016-17,Sitapur,Fine Cold Storage,"Village-Purwarewan, Painteypur Road, Taluka-Mahmoodabad, Dist-Sitapur (Uttar Pradesh)",931.58,238.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE610586.00MT
1094,1094,1095,09BLK0CS000255,Uttar Pradesh,2016-17,Kanpur Nagar,Royal Godwin Cold Storage Pvt. Ltd.,"Village- Kasamau, Taluka- Bilhaur, Distt.-Kanpur Nagar (UP)",870.75,120.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE68880.00MT
1095,1095,1096,09BLK0CS000242,Uttar Pradesh,2016-17,Barabanki,Swastik Preservations Pvt. Ltd.,"Village- Bhaisuria, Taluka- Mujahidpur, Fatehpur, Distt.- Barabanki (UP)",592.0,178.17,NHB,Completed,COLD / CA STORAGECOLD STORAGE47070.40MT
1096,1096,1097,09BLK0CS000213,Uttar Pradesh,2016-17,Mahamaya Nagar,Padam Cold Storage Pvt. Ltd,"Village - Kanjoli, Tehsil -Sadabad, Dist - Mahamayanagar (Uttar Pradesh)",201.93,38.85,NHB,Completed,COLD / CA STORAGECOLD STORAGE11704.00MT
1097,1097,1098,09BLK0CS000275,Uttar Pradesh,2016-17,Faizabad,Noor Cold Storage,"Village- Jaganpur, Taluka- Sohawal, Distt. Faizabad (Uttar Pradesh)",534.35,138.32,NHB,Completed,COLD / CA STORAGECOLD STORAGE45208.00MT
1098,1098,1099,09BLK0CS000263,Uttar Pradesh,2016-17,Sultanpur,Shobha Agrocare Infra Pvt. Ltd.,"Village-Sariya, Tehsil-Jaisinghpur, Dist- Sultanpur (Uttar Pradesh)",542.84,159.07,NHB,Completed,COLD / CA STORAGECOLD STORAGE45980.00MT
1099,1099,1100,09BLK0CS000281,Uttar Pradesh,2016-17,Budaun,Ali Cold Storage & Ice factory,"Bisuali Road, Islam Nagar, Dist-Budaun (Uttar Pradesh)",498.59,165.17,NHB,Completed,COLD / CA STORAGECOLD STORAGE36564.00MT
1100,1100,1101,09BLK0CS000280,Uttar Pradesh,2016-17,Sambhal,Turki Cold Storage and General Mills,"Village- Farakhpur, Moradabad Road, Distt.- Sambhal (UP)",498.3,149.2,NHB,Completed,COLD / CA STORAGECOLD STORAGE35964.58MT
1101,1101,1102,09BLK0005180,Uttar Pradesh,2016-17,Gorakhpur,Tirumala Fruit Processors(Prop:Sanjay Agarwal),"Plot No. A-45, Sector 13, GIDA, Taluka- Gorakhpur, Distt.- Gorakhpur (UP)",165.15,26.6,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA78.00TONNES
1102,1102,1103,09BLK0005086,Uttar Pradesh,2016-17,Sambhal,Sahu Khan Chand Cold Storage & Allied Industries,"Village- Pathra,Taluka- Chandausi, Distt.- Sambhal (UP)",116.11,26.12,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA0.00NOT GIVEN
1103,1103,1104,09BLK0005095,Uttar Pradesh,2016-17,Agra,Jagjeet Kaur,"Y.P Puram, Mauza Sewla Jatt, Taluka- Agra, Distt.- Agra (UP)",74.96,19.32,NHB,Completed,POST HARVEST INFRASTRUCTUREREFER VANNA0.00NOT GIVEN
1104,1104,1105,09BLK0005092,Uttar Pradesh,2016-17,Bareilly,Jahid Ali,"Road No. 1, Parsakhera, Bandiya Bareilly, Distt.- Bareilly (UP)",38.0,9.58,NHB,Completed,POST HARVEST INFRASTRUCTUREREFER VANNA0.00NOT GIVEN
1105,1105,1106,09BLK0CS000265,Uttar Pradesh,2016-17,Jalaun,Ankit Merchandise Pvt. Ltd.,"UPSIDC Industrial Area site-1, Taluka-Orai, Dist-Jalaun (Uttar Pradesh)",638.29,183.1,NHB,Completed,COLD / CA STORAGECOLD STORAGE47802.00MT
1106,1106,1107,09BLK0CS000235,Uttar Pradesh,2016-17,Agra,Chahar Cold Storage Pvt. Ltd.,"Village-Gaamri, Taluka-AGra, Dist-Agra (Uttar Pradesh)",492.5,166.5,NHB,Completed,COLD / CA STORAGECOLD STORAGE36980.00MT
1107,1107,1108,09BLK0005093,Uttar Pradesh,2016-17,Agra,Divya,"Y.P Puram, Mauza Sewla Jatt, Taluka- Agra, Distt.- Agra (UP)",74.96,19.27,NHB,Completed,POST HARVEST INFRASTRUCTUREREFER VANNA0.00NOT GIVEN
1108,1108,1109,09BLK0CS000248,Uttar Pradesh,2016-17,Aligarh,Pavanputra Sheetgrah Pvt. Ltd.,"Village-Birra, Taluka-Sasni, Dist-Aligarh (Uttar Pradesh)",498.0,167.53,NHB,Completed,COLD / CA STORAGECOLD STORAGE36555.00MT
1109,1109,1110,09BLK0CS000279,Uttar Pradesh,2016-17,Sambhal,Sambhal Cold Storage & General Mills,"Village- Moosapur Esapur, Taluka- Sambhal, Distt.- Sambhal (UP)",786.39,167.7,NHB,Completed,COLD / CA STORAGECOLD STORAGE46655.00MT
1110,1110,1111,09BLK0CS000258,Uttar Pradesh,2016-17,Agra,Shree Sanwariya Seth Cold Storage,"Village- Madaina, Taluka- Fatehabad, Distt.- Agra (UP)",492.0,145.33,NHB,Completed,COLD / CA STORAGECOLD STORAGE35463.69MT
1111,1111,1112,09BLK0CS000269,Uttar Pradesh,2016-17,Agra,Shri Balveer Singh Ice & Cold Storage Pvt. Ltd.,"Village-Gamri, Taluka & Dist-Agra (Uttar Pradesh)",497.5,150.23,NHB,Completed,COLD / CA STORAGECOLD STORAGE35648.00MT
1112,1112,1113,09BLK0CS000266,Uttar Pradesh,2016-17,Budaun,Shri Bankey Bihari Cold Storages & Allied Industries,"Village-Bishunia Khera, Taluka-Bisauli, Dist-Budaun (Uttar Pradesh)",493.0,154.35,NHB,Completed,COLD / CA STORAGECOLD STORAGE47504.00MT
1113,1113,1114,09BLK0005100,Uttar Pradesh,2017-18,Jalaun,M/s Shanti Ice & Preservation Pvt Lt.,"Plot No. C-8 Industrial Area, Orai Distt Jalaun (UP)",25.03,7.12,NHB,Completed,POST HARVEST INFRASTRUCTURECONVEYOR BELTNA20.00TONNES
1114,1114,1115,09BLK0CS000082,Uttar Pradesh,2017-18,Aligarh,Mateshwari Food Preservation,Village- Mauza Augar Nagla Raju Aligarh (Uttar Pradesh),300.72,36.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE21518.00MT
1115,1115,1116,09BLK0CS000267,Uttar Pradesh,2017-18,Aligarh,Shri Sundar Balaji Cold Storage,"Village-Gorai, Taluka-Iglas, Dist-Aligarh (Uttar Pradesh)",483.0,152.66,NHB,Completed,COLD / CA STORAGECOLD STORAGE36042.00MT
1116,1116,1117,09BLK0CS000216,Uttar Pradesh,2017-18,Farrukhabad,Samridhi Cold Storage Pvt. Ltd.,"Village - Kankapur, Pargana- Khakhatmau, Distt - Farrukhabad (Uttar Pradesh)",280.17,97.37,NHB,Completed,COLD / CA STORAGECOLD STORAGE24508.00MT
1117,1117,1118,09BLK0CS000245,Uttar Pradesh,2017-18,Hapur,Kasturi Bai Gopi Babu Cold Storage Pvt. Ltd.,"Village- Hapur, Taluka- Hapur, Distt.- Hapur (UP)",721.0,83.72,NHB,Completed,COLD / CA STORAGECOLD STORAGE612218.00MT
1118,1118,1119,09BLK0CS000284,Uttar Pradesh,2017-18,Bulandshahar,Sunshine Vegetables Pvt. Ltd.,"Old Khurja Road, Sikandrabad, Dist-Bulandshahar (Uttar Pradesh)",1060.13,166.3,NHB,Completed,COLD / CA STORAGECOLD STORAGE46311.70MT
1119,1119,1120,09BLK0CS000262,Uttar Pradesh,2017-18,Kanpur Nagar,Baba Bhooteshwar Cold Storage,"Village -Mureri, Taluka- Bilhaur, Distt.- Kanpur (UP)",647.0,171.69,NHB,Completed,COLD / CA STORAGECOLD STORAGE36812.90MT
1120,1120,1121,09BLK0CS000273,Uttar Pradesh,2017-18,Aligarh,Maa Sharda Devi Ice & Cold Storage,"Village- Gaumat, Taluka- Khair, Distt.- Aligarh (UP)",617.96,153.24,NHB,Completed,COLD / CA STORAGECOLD STORAGE35761.00MT
1121,1121,1122,09BLK0CS000243,Uttar Pradesh,2017-18,Hathras,Sai Dham Ice & Cold Storage Pvt. Ltd.,"Village- Lahorra, Taluka- Sasni, Distt.- Hathras (UP)",492.0,153.27,NHB,Completed,COLD / CA STORAGECOLD STORAGE35874.00MT
1122,1122,1123,09BLK0CS000236,Uttar Pradesh,2017-18,Hathras,Anjna Ice & Cold Storage Pvt. Ltd.,"Village- Lahorra, Taluka- Sasni, Distt.- Hathras (UP)",492.5,159.87,NHB,Completed,COLD / CA STORAGECOLD STORAGE36010.00MT
1123,1123,1124,09BLK0CS000116,Uttar Pradesh,2018-19,Budaun,KISAN COLD STORAGE AND ICE FACTORY,"Village-Jagannathpur, Taluka-Gunnor, Dist-Budaun (Uttar Pradesh)",180.0,30.84,NHB,Completed,COLD / CA STORAGECOLD STORAGE22124.00MT
1124,1124,1125,09BLK0CS000287,Uttar Pradesh,2018-19,Kanpur Nagar,Rachit Infra Buildtech Pvt. Ltd.,"Village-Bhaggi Niwada, Taluka-Bilhaur, Dist-Kanpur Nagar (Uttar Pradesh)",658.77,166.94,NHB,Completed,COLD / CA STORAGECOLD STORAGE36342.00MT
1125,1125,1126,09BLK0CS000277,Uttar Pradesh,2018-19,Hathras,V.S.Sheetgrah Private Limited,"Village- Rohai, Taluka- Hathras, Distt.- Hathras (UP)",498.27,158.52,NHB,Completed,COLD / CA STORAGECOLD STORAGE35959.40MT
1126,1126,1127,09BLK0CS000186,Uttar Pradesh,2018-19,Lucknow,Udai Cold Storage,"Village-Atari, Taluka-Malihabad, Dist-Lucknow (Uttar Pradesh)",558.48,120.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE67488.00MT
1127,1127,1128,09BLK0CS000282,Uttar Pradesh,2018-19,Mathura,CRD Foods Pvt. Ltd.,"Village-Kosi Khurd, Taluka-Mathura Sadar, Dist-Mathura (Uttar Pradesh)",2948.19,353.4,NHB,Completed,COLD / CA STORAGECA STORAGE225478.00MT
1128,1128,1129,09BLK0CS000259,Uttar Pradesh,2018-19,Auraiya,R.Ratansheet Grah Private Limited,"Village- Achhalda, Taluka- Bidhuna, Distt.- Auraiya (UP)",490.0,136.3,NHB,Completed,COLD / CA STORAGECOLD STORAGE45124.00MT
1129,1129,1130,09BLK0CS000292,Uttar Pradesh,2018-19,Aligarh,V D Ice & Cold Storage (Partner:Girwar Sharma),"Pasera-Madhola Road, Mauza Lodha, Taluka- Koil, District- Aligarh (U.P)",469.0,159.92,NHB,Completed,COLD / CA STORAGECOLD STORAGE36012.00MT
1130,1130,1131,09BLK0CS000278,Uttar Pradesh,2018-19,Hathras,Sunita Bansal Sheetgrah Pvt. Ltd.,"Village- Bijalpur, Taluka- Sadabad, Distt.- Hathras (UP)",498.0,148.16,NHB,Completed,COLD / CA STORAGECOLD STORAGE35570.00MT
1131,1131,1132,09BLK0CS000283,Uttar Pradesh,2018-19,Hathras,Maa Reshmidevi Ice And Cold Storage Pvt. Ltd.,"Village-Kuktai, Taluka-Sadabad, Dist-Hathras (Uttar Pradesh)",498.0,152.1,NHB,Completed,COLD / CA STORAGECOLD STORAGE35718.00MT
1132,1132,1133,09BLK0CS000285,Uttar Pradesh,2018-19,Firozabad,Kotki Cold Storage Pvt. Ltd.,"Village-Kotki, Tehsil-Tundla, District-Firozabad (Uttar Pradesh)",493.8,133.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE35797.00MT
1133,1133,1134,09BLK0CS000241,Uttar Pradesh,2018-19,Firozabad,Parasnath Agrifoods Pvt. Ltd.,"Village-Mohammadabad, Taluka-Tundla, Dist-Firozabad (Uttar Pradesh)",498.3,146.14,NHB,Completed,COLD / CA STORAGECOLD STORAGE46114.00MT
1134,1134,1135,09BLK0CS000274,Uttar Pradesh,2018-19,Aligarh,Shri Radhey Cold Storage,"Village- Rampurbakatra, Mauza Byohi, Sasni Road, Post- Iglas, Distt.- Aligarh (UP)",490.0,152.82,NHB,Completed,COLD / CA STORAGECOLD STORAGE36010.00MT
1135,1135,1136,09BLK0CS000158,Uttar Pradesh,2018-19,Hathras,SHRI RADHEYGOPAL SHEETGRAH PRIVATE LIMITED,"VILLAGE-NAGLA NANDU, PARGANA-MURSAN, TEHSIL-HATHRAS, DISTT.HATHRAS, (U.P.)",410.0,60.13,NHB,Completed,COLD / CA STORAGECOLD STORAGE35822.00MT
1136,1136,1137,09BLK0CS000184,Uttar Pradesh,2018-19,Etah,Suraj Sheetgrah India Pvt. Ltd.,"Mauza-Nagla Khokar, Paragana-Etah Sakeet, Dist-Etah (Uttar Pradesh)",503.43,108.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE46957.00MT
1137,1137,1138,09BLK0CS000222,Uttar Pradesh,2020-21,Jaunpur,VEDANT RAMKRISHNA ENTERPRISES,"VILLGAGE- SIDA SATAHRIYA, TLAUKA- MACHLISAHAR, DISTT.- JAUNPUR (UP)",460.0,151.89,NHB,Completed,COLD / CA STORAGECOLD STORAGE45710.00MT
0,0,1,05AUA0001911,Uttrakhand,2013-14,Dehradun,BAVAR SILGOAN FARMERS AGRO PROCESSING AND MARKETING PRIVATE LIMITED,"KHASRA NO. 432, CHAUSAL KHAT SILGOAN BAVAR, PATTI SILIGOAN, TEHSEEL TYUNI, DEHRADUN, UTTARAKHAND",753.75,312.75,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA5.00TONNES  POST HARVEST INFRASTRUCTUREPRE-COOLINGNA2.00TONNES  POST HARVEST INFRASTRUCTUREREFER VANNA2.00TONNES
